isAdult,releaseYear,runtimeMinutes,genres,lifetimeGross,nrOfReleases,director_nrOfMovies,nrOfEmployees,nrOfActors,averageRating,numVotes,sameYearTotalMoviesReleased
0,2006,98,"Action,Adventure,Thriller",60674817.0,47,58,24,10,5.7,110602,8293
0,2005,125,"Comedy,Drama,Romance",326095.0,38,37,22,10,7.0,21343,7753
0,2006,105,"Comedy,Family,Romance",33060.0,11,3,25,10,5.8,765,8293
0,2013,107,"Crime,Drama,Thriller",444179.0,40,23,26,10,6.1,9698,15505
0,2009,162,"Action,Drama,Mystery",107509799.0,60,30,28,16,7.6,583995,12001
0,2005,102,"Drama,Family",72810.0,6,2,22,10,6.7,627,7753
0,2011,119,"Action,Drama,Sci-Fi",100240551.0,49,68,25,10,6.0,233036,13791
0,2006,132,"Action,Fantasy,Horror",450897.0,44,36,21,10,6.4,35429,8293
0,2006,99,"Drama,Fantasy,Romance",52330111.0,55,34,21,10,6.8,157987,8293
0,2008,96,"Adventure,Family,Fantasy",48006762.0,47,5,23,11,6.0,36960,10549
0,2005,95,"Comedy,Drama,Romance",191033.0,17,16,19,10,6.9,3409,7753
0,2003,84,Documentary,20389.0,3,4,17,0,8.0,1148,6147
0,2004,110,"Drama,Romance",3347647.0,12,9,20,11,6.5,1200,6733
0,2009,92,"Comedy,Drama",22464.0,13,4,20,10,5.2,1617,12001
0,2005,120,"Drama,Fantasy,Horror",66453.0,35,19,24,12,6.3,34735,7753
0,2004,81,"Documentary,History,Romance",40576.0,6,4,17,0,7.3,312,6733
0,2007,108,"Crime,Drama,Mystery",17213467.0,48,119,20,10,5.9,78393,9066
0,2005,128,"Comedy,Drama",828699.0,42,33,21,10,7.2,24621,7753
0,2005,108,"Crime,Drama,Music",1023424.0,31,17,21,10,7.2,20530,7753
0,2008,102,"Drama,Thriller",22282.0,14,59,25,10,5.7,3102,10549
0,2008,84,"Action,Drama,Thriller",213608.0,20,3,22,10,5.0,16375,10549
0,2008,120,"Action,Adventure,Fantasy",75986503.0,54,58,25,13,7.0,286683,10549
0,2004,135,Documentary,209618.0,19,13,16,0,7.0,1509,6733
0,2004,98,"Drama,Thriller,War",72888.0,21,56,21,10,7.0,1950,6733
0,2004,71,"Drama,Music,Romance",66853.0,49,118,15,2,4.7,24051,6733
0,2004,85,"Comedy,Drama,Romance",21515.0,5,13,18,10,5.1,899,6733
0,2005,106,"Comedy,Drama,Mystery",13744960.0,47,26,21,10,7.1,106977,7753
0,2004,106,Drama,3375.0,9,32,16,10,6.3,426,6733
0,2005,127,"Biography,Drama,Sport",5128124.0,51,40,22,10,7.8,58794,7753
0,2005,90,"Drama,Thriller",100184.0,10,9,25,11,7.1,3011,7753
0,2008,133,"Drama,Romance",6432256.0,28,138,23,10,6.6,13701,10549
0,2013,91,"Drama,Sci-Fi,Thriller",274092705.0,65,37,20,7,7.7,864800,15505
0,2006,112,Drama,7006.0,9,3,20,10,5.8,1289,8293
0,2005,90,"Comedy,Family,Romance",385373.0,36,5,18,10,7.4,24825,7753
0,2005,103,"Comedy,Drama,Music",11036366.0,34,141,21,10,7.0,16468,7753
0,2007,96,"Comedy,Family,Fantasy",100462298.0,52,18,26,10,5.4,155454,9066
0,2007,93,"Adventure,Animation,Comedy",322719944.0,86,14,21,10,6.1,333737,9066
0,2007,139,"Action,Adventure,Sci-Fi",336530303.0,59,51,29,14,6.3,640198,9066
0,2005,111,"Adventure,Comedy,Drama",221574.0,15,20,22,11,5.9,5023,7753
0,2007,114,"Biography,Drama,History",16383509.0,51,38,22,10,6.8,75229,9066
0,2004,85,Documentary,5724.0,2,11,4,0,7.0,16,6733
0,2005,90,Drama,74655.0,9,4,22,10,6.8,1257,7753
0,2008,82,"Drama,Mystery,Romance",11864.0,10,3,21,10,6.1,2572,10549
0,2005,96,"Crime,Drama,Thriller",381420.0,33,267,23,10,6.1,17562,7753
0,2006,93,"Horror,Thriller",54098051.0,59,21,23,10,5.8,154188,8293
0,2004,103,"Biography,Drama,History",2254.0,9,2,22,10,7.9,1033,6733
0,2005,90,Drama,97848.0,6,7,22,10,6.4,1152,7753
0,2006,108,"Comedy,Sport",148213377.0,47,46,20,10,6.6,200566,8293
0,2005,104,"Crime,Drama,Mystery",40758.0,6,6,20,10,6.3,1607,7753
0,2007,98,"Drama,Music",131961.0,24,50,23,10,6.2,6546,9066
0,2005,126,"Adventure,Horror,Mystery",345091.0,15,5,19,10,4.7,5979,7753
0,2005,129,"Drama,Mystery,Thriller",81698.0,13,20,18,10,6.7,5352,7753
0,2006,90,Comedy,4339241.0,18,17,20,10,5.4,3318,8293
0,2007,106,"Comedy,Drama,Family",7500310.0,30,9,23,11,6.7,20971,9066
0,2005,85,"Comedy,Drama",3885134.0,29,10,21,10,7.2,37494,7753
0,2007,112,"Drama,Sport",3172573.0,34,48,25,10,6.7,21340,9066
0,2008,114,Drama,37770162.0,38,36,25,10,7.2,28014,10549
0,2004,102,Comedy,34424.0,17,16,23,11,7.2,8120,6733
0,2008,96,"Action,Adventure,Drama",71195053.0,51,31,25,11,6.5,103134,10549
0,2005,99,"Horror,Thriller",16188180.0,42,47,19,10,6.2,78661,7753
0,2005,124,"Drama,Romance,Thriller",23151529.0,56,69,21,10,7.6,228556,7753
0,2004,95,"Comedy,Drama",87490.0,16,36,19,10,6.7,2886,6733
0,2006,117,"Action,Drama",210614939.0,55,30,24,10,7.6,866670,8293
0,2007,120,"Biography,Drama,Romance",18670946.0,46,138,22,10,7.0,65262,9066
0,2007,88,Drama,30591.0,25,3,22,10,6.0,3666,9066
0,2004,80,"Comedy,Romance",11523.0,14,30,20,10,4.5,870,6733
0,2004,78,Documentary,122011.0,3,11,17,1,7.4,834,6733
0,2006,107,Comedy,53609.0,2,14,26,10,4.6,142,8293
0,2005,98,"Comedy,Romance",43894863.0,36,4,22,10,5.9,33108,7753
0,2005,88,Drama,29015.0,4,4,18,10,6.9,49,7753
0,2005,120,"Drama,Mystery",29015.0,19,19,23,10,6.4,2581,7753
0,2015,118,"Drama,Thriller",14677654.0,55,39,21,10,8.1,451854,17292
0,2006,105,"Action,Adventure,Crime",34020814.0,54,11,23,10,5.5,144858,8293
0,2004,98,"Comedy,Drama",65827.0,2,5,18,10,5.6,463,6733
0,2005,81,Drama,117686.0,39,47,18,10,7.1,9267,7753
0,2006,121,"Crime,Drama,Musical",12571185.0,20,16,21,10,6.2,5773,8293
0,2005,94,"Comedy,Drama,Romance",808221.0,21,11,20,10,6.6,15057,7753
0,2009,153,"Action,Adventure,Family",302089278.0,75,56,20,10,7.6,597709,12001
0,2005,89,"Horror,Mystery,Sci-Fi",1650.0,16,6,22,10,4.6,2069,7753
0,2004,104,"Comedy,Drama",23844.0,21,29,20,10,7.7,16051,6733
0,2006,131,"Biography,Drama",97656.0,13,150,25,10,5.1,3266,8293
0,2004,78,Documentary,461572.0,7,37,21,0,7.5,6278,6733
0,2006,95,Comedy,1990.0,4,3,19,10,3.9,401,8293
0,2007,144,"Action,Adventure,Sci-Fi",319246193.0,61,26,28,10,7.0,676938,9066
0,2004,163,"Comedy,Romance",915728.0,15,47,21,11,6.7,16961,6733
0,2004,160,"Drama,Romance,Thriller",91998.0,12,26,21,10,6.6,10915,6733
0,2005,95,"Drama,Romance",24381.0,11,19,21,10,6.1,719,7753
0,2006,135,"Action,Adventure,Drama",33602376.0,52,51,23,10,7.1,129485,8293
0,2005,89,"Biography,Documentary,History",691880.0,26,52,25,1,6.7,7045,7753
0,2005,125,"Biography,Drama,War",62658220.0,50,27,20,10,7.0,207351,7753
0,2005,106,"Comedy,Drama",2678691.0,19,33,19,10,6.9,23451,7753
0,2006,102,Drama,4012.0,5,12,16,10,3.7,543,8293
0,2005,110,"Comedy,Drama,Romance",10167.0,33,10,19,9,7.0,14448,7753
0,2005,120,"Comedy,Drama",234750.0,16,10,20,10,6.7,3303,7753
0,2005,121,"Adventure,Crime,Drama",5027684.0,38,5,21,10,7.3,41930,7753
0,2006,100,"Documentary,History,Music",279665.0,11,18,16,0,7.3,3609,8293
0,2005,88,"Comedy,Drama,Horror",17986.0,9,2,22,10,3.7,1471,7753
0,2012,115,"Crime,Drama,Mystery",1436900.0,41,13,22,10,7.5,78233,14841
0,2005,105,"Action,Horror,Sci-Fi",28212337.0,45,13,20,10,5.2,118958,7753
0,2006,125,"Biography,Comedy,Crime",1173643.0,34,188,24,10,7.0,36349,8293
0,2006,114,Drama,166620.0,6,6,22,10,6.8,926,8293
0,2007,97,"Comedy,Drama,Romance",11052958.0,37,8,22,10,6.4,32695,9066
0,2007,128,Drama,15800078.0,52,32,22,10,7.6,82640,9066
0,2006,92,"Action,Comedy,Drama",18844784.0,35,4,20,10,4.7,35927,8293
0,2007,87,"Comedy,Romance,Sport",25799486.0,33,47,21,10,5.2,37072,9066
0,2006,105,"Comedy,Drama,Music",20342852.0,43,267,22,10,6.7,23654,8293
0,2004,90,"Drama,War",15811.0,10,103,19,10,6.8,930,6733
0,2008,93,"Adventure,Animation,Comedy",50877145.0,44,16,23,10,6.1,39984,10549
0,2004,125,Horror,77532.0,48,162,35,10,6.9,20919,6733
0,2004,75,Drama,129783.0,15,24,17,9,7.2,4956,6733
0,2004,83,"Documentary,History,War",238924.0,7,37,18,1,7.5,619,6733
0,2004,100,"Drama,Mystery,Thriller",33256.0,14,40,20,11,6.9,5827,6733
0,2015,122,"Biography,Drama,History",660561.0,34,25,26,13,6.8,46234,17292
0,2006,91,Horror,39517763.0,48,21,25,12,5.8,77424,8293
0,2004,90,"Comedy,Documentary",13931.0,3,2,15,0,7.3,251,6733
0,2005,134,"Crime,Drama,Thriller",58804.0,21,4,22,10,7.1,14785,7753
0,2006,94,Drama,12781.0,3,1,17,10,4.3,128,8293
0,2006,110,"Biography,Crime,Drama",1151330.0,43,10,22,10,7.0,18248,8293
0,2004,88,"Comedy,Romance",15427.0,9,14,18,10,6.2,1068,6733
0,2004,85,Documentary,381225.0,3,5,16,0,7.0,150,6733
0,2006,86,"Drama,Family",14443.0,17,76,23,10,6.5,1066,8293
0,2004,95,"Biography,Documentary",39075.0,6,3,17,0,6.9,555,6733
0,2008,109,"Action,Crime,Thriller",26418667.0,52,25,22,10,6.8,121130,10549
0,2005,90,"Comedy,Romance",7763.0,8,2,22,10,6.0,2455,7753
0,2006,125,"Biography,Crime,Drama",38432823.0,36,25,23,10,7.1,80751,8293
0,2009,90,"Action,Thriller",50090.0,9,7,16,10,3.1,808,12001
0,2005,85,Thriller,57891803.0,54,49,22,10,6.5,142490,7753
0,2004,96,Horror,57891803.0,16,5,17,10,4.7,961,6733
0,2005,95,Drama,1967.0,10,6,21,10,5.8,299,7753
0,2005,112,"Comedy,Musical",6635.0,12,22,20,10,6.6,1943,7753
0,2008,166,"Drama,Fantasy,Romance",127509326.0,62,51,23,10,7.8,697806,10549
0,2006,99,"Comedy,Crime",70165972.0,40,346,23,11,4.8,46576,8293
0,2004,89,"Drama,Romance",14189.0,6,5,21,10,5.1,723,6733
0,2004,129,"Action,Crime,Drama",245756.0,19,7,20,10,6.6,22486,6733
0,2004,122,"Action,Crime,Drama",98297.0,5,68,22,11,5.4,2942,6733
0,2006,122,"Biography,Drama,Romance",223202.0,37,10,23,10,6.3,16378,8293
0,2006,93,"Comedy,Horror,Thriller",175281.0,30,98,21,11,5.6,33640,8293
0,2007,92,"Comedy,Family",49662533.0,33,27,25,10,4.3,22601,9066
0,2007,94,"Biography,Comedy,Drama",154087.0,12,2,23,10,7.2,6026,9066
0,2006,96,Drama,199176.0,18,19,20,10,6.6,12075,8293
0,2004,143,Drama,64123.0,26,35,20,10,7.1,3525,6733
0,2007,85,"Adventure,Animation,Comedy",58867694.0,48,13,23,11,6.7,91269,9066
0,2006,100,Drama,65797.0,3,10,23,10,5.1,362,8293
0,2004,88,"Crime,Drama,Romance",241914.0,55,28,19,10,7.9,58405,6733
0,2007,97,"Comedy,Drama,Romance",3951699.0,27,11,22,10,6.9,66765,9066
0,2004,107,Documentary,203746.0,26,12,18,0,7.4,5667,6733
0,2006,85,"Action,Adventure,Animation",64665672.0,55,16,25,10,6.6,139142,8293
0,2004,85,"Documentary,War",607844.0,4,14,17,0,6.6,1953,6733
0,2004,98,"Drama,War",258578.0,25,15,20,9,8.0,20891,6733
0,2004,93,Drama,7129.0,11,2,19,10,7.5,1070,6733
0,2005,88,"Comedy,Romance",153122.0,7,18,21,10,6.1,2099,7753
0,2006,97,Comedy,24148068.0,41,54,17,10,7.3,140855,8293
0,2004,80,Documentary,11728.0,5,12,14,5,6.9,109,6733
0,2007,90,"Comedy,Crime,Sport",32886940.0,27,67,22,10,5.3,44981,9066
0,2006,104,"Biography,Drama,Music",384029.0,28,110,21,10,6.7,14140,8293
0,2005,87,"Comedy,Drama,Sport",129664.0,21,23,23,10,5.7,2981,7753
0,2008,110,"Action,Adventure,Comedy",130319208.0,57,59,24,10,6.5,229112,10549
0,2007,121,"Action,Comedy,Mystery",23637265.0,58,86,21,10,7.8,536614,9066
0,2006,110,"Crime,Drama,Thriller",22495466.0,52,73,22,10,7.7,326221,8293
0,2006,91,"Comedy,Crime,Drama",49034.0,31,6,25,12,5.8,8628,8293
0,2004,89,Documentary,141504.0,3,14,7,0,7.7,111,6733
0,2006,103,"Comedy,Drama,Romance",163561.0,25,9,20,10,7.0,12200,8293
0,2007,90,"Drama,Horror,Mystery",35374833.0,43,33,27,10,5.3,41254,9066
0,2005,103,"Comedy,Documentary,Music",11718595.0,15,63,23,1,7.2,9637,7753
0,2005,83,"Drama,Thriller",7129.0,12,5,24,10,6.2,1539,7753
0,2006,95,"Comedy,Crime",3860678.0,11,149,21,10,7.1,13597,8293
0,2004,90,Drama,1400666.0,16,11,18,10,7.3,2131,6733
0,2014,85,"Horror,Sci-Fi,Thriller",12897.0,15,2,22,10,4.9,8875,16664
0,2016,105,"Drama,War",9283.0,12,7,20,10,5.3,1046,18513
0,2008,75,"Action,Comedy,Sci-Fi",25881068.0,48,6,23,10,4.7,75961,10549
0,2005,95,"Comedy,Crime,Drama",10223896.0,19,205,22,10,3.0,8639,7753
0,2005,102,"Biography,Drama,Music",38922.0,11,1,22,10,5.7,4170,7753
0,2006,122,"Biography,Crime,Drama",15309602.0,46,24,20,10,6.9,108169,8293
0,2007,114,"Drama,Music",31664162.0,50,10,21,10,7.4,111274,9066
0,2006,120,"Crime,Drama,Romance",930469.0,40,11,23,10,6.5,23258,8293
0,2010,114,Comedy,73026337.0,42,40,23,10,5.9,111266,12843
0,2006,97,"Comedy,Romance",88715192.0,51,15,20,10,5.6,85993,8293
0,2007,126,"Biography,Drama,Romance",30236407.0,38,7,24,10,7.5,62997,9066
0,2005,103,"Biography,Documentary",3178403.0,35,106,18,0,7.8,62141,7753
0,2007,99,"Crime,Drama,Thriller",4600585.0,33,37,21,10,7.0,60614,9066
0,2005,92,"Comedy,Drama",24793509.0,55,66,19,10,7.5,229340,7753
0,2005,103,"Comedy,Drama,Romance",1530535.0,31,34,20,10,5.7,8843,7753
0,2006,126,"Biography,Crime,Drama",14426251.0,33,131,18,10,6.5,36026,8293
0,2007,104,Comedy,115879.0,13,5,23,10,5.9,6021,9066
0,2005,110,"Drama,Romance",1706325.0,18,42,22,10,7.1,4158,7753
0,2005,80,"Crime,Drama,Thriller",70071.0,4,4,23,13,6.0,678,7753
0,2004,120,Drama,227241.0,3,1,19,10,7.0,81,6733
0,2005,80,"Documentary,Family",77437223.0,42,13,31,19,7.5,60205,7753
0,2006,102,Drama,463542.0,5,4,24,10,6.4,1339,8293
0,2005,96,"Comedy,Drama",816403.0,15,19,22,10,6.5,2428,7753
0,2005,90,Drama,4800.0,5,13,24,12,5.8,531,7753
0,2010,117,"Action,Adventure,Crime",77222099.0,50,38,28,10,6.7,269384,12843
0,2005,83,"Drama,Horror,Mystery",16298046.0,34,3,22,11,5.0,26909,7753
0,2006,88,"Adventure,Animation,Comedy",28142535.0,47,30,21,10,5.8,41953,8293
0,2006,110,"Comedy,Family,Fantasy",18597342.0,38,107,20,10,5.4,45298,8293
0,2004,87,"Crime,Drama,Thriller",10178.0,5,82,19,10,6.1,630,6733
0,2005,109,"Action,Crime,Drama",74494381.0,50,30,20,10,6.8,156853,7753
0,2004,93,"Documentary,Sport",18807.0,2,4,18,0,7.0,428,6733
0,2005,117,"Biography,Crime,Drama",30985352.0,34,33,25,10,5.5,50306,7753
0,2006,132,"Action,Crime,Drama",63450470.0,42,39,21,10,6.1,124052,8293
0,2006,123,"Biography,Drama,History",13395961.0,31,12,26,11,6.0,7858,8293
0,2005,115,"Drama,Romance",20678.0,28,62,17,10,7.4,13174,7753
0,2006,103,"Comedy,Drama,Sport",26910736.0,30,4,20,10,6.4,30489,8293
0,2004,80,"Documentary,War",57999.0,2,8,8,0,6.8,396,6733
0,2006,88,Drama,9946.0,7,13,18,10,6.0,2288,8293
0,2006,87,"Adventure,Animation,Comedy",14523101.0,28,8,27,12,5.7,9686,8293
0,2006,114,"Drama,Mystery,Thriller",5971336.0,53,46,23,10,4.4,41671,8293
0,2008,90,"Documentary,Music",56386.0,7,15,19,0,7.0,1426,10549
0,2008,99,Comedy,67294270.0,49,130,24,10,6.8,241618,10549
0,2012,92,"Horror,Mystery,Thriller",49130154.0,46,35,23,10,5.9,63347,14841
0,2007,110,"Action,Drama,Thriller",47536778.0,49,64,22,10,7.0,132470,9066
0,2007,105,"Action,Drama,Thriller",3768878.0,12,60,18,10,5.3,1840,9066
0,2006,101,Comedy,11455.0,3,22,22,10,5.1,204,8293
0,2007,94,"Action,Horror,Sci-Fi",50648679.0,57,145,22,10,6.2,205958,9066
0,2005,93,"Drama,Music",45082.0,11,12,22,10,6.2,1876,7753
0,2007,105,"Comedy,Drama",379408.0,13,170,20,10,6.4,1959,9066
0,2009,87,"Adventure,Animation,Comedy",21002919.0,55,38,24,10,7.9,271609,12001
0,2006,124,Romance,123301.0,6,9,20,10,6.0,955,8293
0,2005,93,"Drama,Family",141803.0,28,9,19,9,7.5,3540,7753
0,2005,93,"Horror,Mystery",87039965.0,56,29,23,11,6.6,277282,7753
0,2004,85,Documentary,3685.0,2,2,5,0,5.7,7,6733
0,2006,90,"Biography,Drama",1675241.0,30,25,26,10,6.3,22360,8293
0,2006,154,"Action,Adventure,Sci-Fi",1430721.0,20,14,23,12,6.5,24153,8293
0,2014,89,"Horror,Mystery,Thriller",50856010.0,44,2,22,10,4.5,57110,16664
0,2011,127,"Action,Drama,Sci-Fi",85468508.0,57,145,24,10,7.1,356783,13791
0,2005,98,Comedy,888975.0,13,8,23,9,5.5,3424,7753
0,2006,88,"Drama,Romance",220409.0,19,53,24,10,6.8,5953,8293
0,2009,98,"Action,Horror,Sci-Fi",30101577.0,52,11,22,10,6.4,135244,12001
0,2005,93,"Biography,Drama,History",31558003.0,48,30,19,10,7.4,101426,7753
0,2006,102,"Horror,Thriller",39143839.0,40,55,22,10,5.0,51529,8293
0,2005,116,"Action,Crime,Drama",3337931.0,40,25,20,10,6.8,68666,7753
0,2006,135,Drama,641039.0,10,10,20,10,7.2,942,8293
0,2006,110,"Drama,Thriller",5244.0,20,10,21,10,6.4,3900,8293
0,2006,98,"Comedy,Family,Romance",11449638.0,23,93,23,10,3.9,22750,8293
0,2006,122,Drama,13569248.0,31,40,20,10,7.5,21810,8293
0,2005,107,"Comedy,Drama,Music",1822428.0,30,138,21,10,7.1,21531,7753
0,2004,92,"Drama,Fantasy,Horror",13983.0,15,55,18,10,6.0,5713,6733
0,2005,107,"Comedy,Romance",140417.0,15,74,19,10,6.5,2190,7753
0,2005,132,"Action,Drama,Sci-Fi",70511035.0,63,30,24,11,8.2,1182015,7753
0,2005,97,"Comedy,Music,Romance",1069318.0,17,20,23,10,4.2,2930,7753
0,2005,84,"Comedy,Drama,Romance",379418.0,33,4,23,10,6.9,13124,7753
0,2005,99,"Adventure,Horror,Thriller",26024456.0,56,49,19,10,7.2,247978,7753
0,2014,97,"Drama,Romance,Sci-Fi",45090374.0,59,104,23,10,6.4,125865,16664
0,2004,88,Drama,9064.0,4,5,19,9,7.2,91,6733
0,2007,96,"Action,Sci-Fi,Thriller",18211013.0,50,22,24,10,6.2,166710,9066
0,2006,94,Comedy,9936.0,15,41,20,10,6.3,2285,8293
0,2010,103,"Adventure,Animation,Comedy",415004880.0,60,16,21,10,8.3,895040,12843
0,2005,95,Documentary,114264.0,8,17,9,0,7.6,889,7753
0,2005,118,"Documentary,History,Music",815848.0,7,9,26,1,7.9,698,7753
0,2005,110,"Biography,Documentary,Music",334450.0,18,8,16,0,7.9,10550,7753
0,2005,95,"Comedy,Drama",34410.0,14,10,19,10,5.6,4818,7753
0,2005,83,Documentary,4630.0,2,5,11,0,7.3,308,7753
0,2006,88,"Comedy,Drama,Romance",13368437.0,33,63,19,10,5.8,32152,8293
0,2009,88,"Action,Adventure,Animation",119436770.0,40,3,22,10,5.1,50139,12001
0,2005,75,"Comedy,Drama",51540.0,5,33,23,10,6.6,1428,7753
0,2005,88,"Documentary,Sport",1531154.0,13,13,18,0,7.7,10464,7753
0,2005,75,"Documentary,Music",219672.0,5,67,17,0,7.7,1830,7753
0,2005,95,Documentary,178875.0,5,99,16,0,6.4,879,7753
0,2005,85,"Comedy,Drama,Romance",194523.0,8,42,15,10,6.5,5265,7753
0,2005,86,"Documentary,Music",3336391.0,9,14,18,4,7.1,3353,7753
0,2005,93,"Documentary,Music",64310.0,5,57,12,0,6.5,1048,7753
0,2008,100,"Comedy,Drama",158741.0,15,10,23,10,7.1,3376,10549
0,2004,87,Documentary,8129.0,7,29,13,1,7.2,985,6733
0,2005,88,"Biography,Documentary",126836.0,6,6,9,1,6.5,1069,7753
0,2019,122,"Action,Adventure,Sci-Fi",85710210.0,62,89,24,10,7.3,294930,19072
0,2006,101,"Biography,Drama,History",4299773.0,23,104,22,10,6.7,11060,8293
0,2009,110,"Comedy,Drama",13514.0,25,2,23,10,6.5,20198,12001
0,2005,130,"Drama,Musical,Romance",802758.0,9,27,19,10,7.2,9611,7753
0,2005,107,Drama,252325.0,33,42,22,10,7.3,5639,7753
0,2007,115,"Drama,Romance",785671.0,34,24,18,10,6.2,3798,9066
0,2006,112,"Drama,Family",18848430.0,33,8,23,10,7.4,21704,8293
0,2006,92,"Comedy,Horror,Thriller",69136.0,22,4,20,10,6.7,25513,8293
0,2006,85,"Comedy,Sport",59843754.0,33,86,23,11,5.5,55100,8293
0,2006,91,"Adventure,Animation,Comedy",195330621.0,84,19,20,10,6.8,297470,8293
0,2005,105,"Documentary,Family,Music",8117961.0,14,18,18,0,7.4,3554,7753
0,2009,111,"Action,Sci-Fi,Thriller",31811527.0,48,73,21,10,6.1,115750,12001
0,2006,120,"Drama,Romance,Sport",3960414.0,33,14,23,10,7.2,29916,8293
0,2005,90,"Comedy,Drama,Romance",2216.0,10,2,20,10,4.9,1153,7753
0,2006,80,"Crime,Mystery,Thriller",6404.0,11,8,21,10,5.5,1313,8293
0,2009,115,"Action,Adventure,Sci-Fi",125322469.0,65,48,23,10,6.5,378196,12001
0,2004,74,Documentary,225448.0,3,18,5,0,6.7,175,6733
0,2006,82,"Comedy,Drama",11204.0,3,6,20,10,5.0,583,8293
0,2005,85,"Comedy,Drama,Fantasy",3135.0,5,16,22,10,6.2,1238,7753
0,2006,116,"Comedy,Drama",7022827.0,31,92,22,10,6.1,23182,8293
0,2005,105,"Comedy,Romance",3127472.0,12,40,25,10,6.5,1171,7753
0,2012,93,"Action,Drama,Mystery",6334.0,16,108,24,10,5.1,2804,14841
0,2006,168,"Action,Drama,Romance",2105352.0,24,29,23,10,7.1,35137,8293
0,2005,90,Comedy,409604.0,4,2,19,10,6.1,776,7753
0,2005,82,Documentary,65429.0,10,12,9,0,7.4,648,7753
0,2006,95,"Crime,Drama,Thriller",10227.0,9,9,20,10,6.3,632,8293
0,2007,93,"Comedy,Romance",18901.0,13,5,20,10,5.3,1534,9066
0,2006,105,"Drama,Music",252539.0,15,16,21,10,5.9,1868,8293
0,2008,85,"Horror,Mystery,Thriller",25928550.0,50,52,22,10,5.2,37670,10549
0,2007,115,"Action,Mystery,Thriller",227471070.0,59,58,25,10,8.0,659396,9066
0,2005,82,Documentary,14289.0,12,32,11,0,7.5,604,7753
0,2007,95,"Biography,Drama,Sport",2956339.0,17,83,25,10,6.2,4330,9066
0,2006,152,"Action,Crime,Thriller",2643586.0,20,7,25,12,6.5,30000,8293
0,2005,90,"Comedy,Drama",32381.0,17,71,17,10,5.7,3011,7753
0,2008,92,"Action,Adventure,Animation",215434591.0,55,31,23,10,7.6,525141,10549
0,2006,85,"Fantasy,Horror,Mystery",23086480.0,37,19,22,10,5.0,34104,8293
0,2006,121,"Comedy,Drama",12899867.0,45,48,18,10,7.6,107698,8293
0,2012,150,"Biography,Drama,History",182207973.0,49,80,21,10,7.3,273149,14841
0,2008,90,"Action,Crime,Drama",72266306.0,50,58,20,10,6.6,154220,10549
0,2006,92,"Comedy,Romance",654132.0,30,4,23,10,5.0,9474,8293
0,2006,100,"Drama,History",234480.0,11,20,20,10,6.0,977,8293
0,2006,95,"Comedy,Drama,Fantasy",263200.0,14,73,26,15,7.3,3729,8293
0,2014,95,"Comedy,Drama,Romance",37151.0,42,2,26,10,6.8,63982,16664
0,2014,84,"Documentary,Drama,News",37151.0,4,6,20,0,7.3,35,16664
0,2006,130,"Drama,Music,Musical",103365956.0,42,30,21,10,6.6,77423,8293
0,2005,82,"Drama,Thriller",131719.0,18,27,21,10,6.2,12480,7753
0,2005,78,Comedy,17341.0,5,16,17,10,6.1,1099,7753
0,2008,88,Documentary,27052.0,3,22,17,0,6.4,242,10549
0,2008,95,"Action,Crime,Drama",18643.0,31,82,25,11,6.0,22030,10549
0,2007,160,"Biography,Crime,Drama",3909149.0,52,14,23,10,7.5,193183,9066
0,2007,85,"Horror,Thriller",19363565.0,48,29,19,10,6.2,107828,9066
0,2005,74,Documentary,20702.0,2,25,13,3,6.9,38,7753
0,2005,87,"Biography,Documentary",44435.0,2,37,13,0,6.2,278,7753
0,2007,157,"Crime,Drama,Mystery",33080084.0,57,51,23,11,7.7,600659,9066
0,2018,110,"Biography,Crime,Drama",40685.0,21,72,24,10,5.9,5425,19175
0,2005,84,Documentary,323860.0,5,54,15,0,7.3,821,7753
0,2006,118,"Action,Comedy,Thriller",126714.0,17,99,21,10,6.1,4916,8293
0,2005,99,"Comedy,Crime",1619466.0,40,22,21,10,6.8,35973,7753
0,2007,89,"Adventure,Comedy,Romance",42538.0,11,6,21,10,5.2,3913,9066
0,2007,99,"Horror,Thriller",25126214.0,43,111,23,10,5.6,44701,9066
0,2005,88,Documentary,4255.0,7,48,19,5,7.3,794,7753
0,2005,158,"Action,Comedy,Drama",364357.0,7,523,22,12,5.5,5728,7753
0,2006,155,"Drama,Romance",250083.0,6,16,21,10,5.2,4405,8293
0,2007,88,"Documentary,Music,Musical",20523.0,4,9,12,0,8.0,72,9066
0,2005,102,"Comedy,Drama,History",9724.0,17,13,17,10,6.9,1572,7753
0,2007,133,"Drama,Fantasy,History",24602291.0,45,16,22,10,7.3,114405,9066
0,2007,93,"Comedy,Sport",118594548.0,42,35,25,10,6.3,178070,9066
0,2008,119,Drama,69705.0,23,3,21,10,6.5,5830,10549
0,2005,90,"Comedy,Drama",10629.0,3,8,18,10,6.0,88,7753
0,2010,112,"Action,Comedy,Fantasy",31524275.0,51,86,26,10,7.6,466658,12843
0,2006,118,"Drama,Music",34742066.0,33,117,21,10,6.6,26689,8293
0,2006,106,"Crime,Documentary",1217.0,6,69,22,0,7.5,1082,8293
0,2006,72,"Documentary,War",20013.0,7,1,19,2,7.5,757,8293
0,2005,135,Fantasy,234743.0,6,18,20,10,6.5,1559,7753
0,2006,98,"Comedy,Drama",239962.0,20,13,19,10,6.6,11041,8293
